. . 导出了 "ZYHBCS"."IUFO_VOUCH_HEAD"                  31.68 KB      35 行
. . 导出了 "ZYHBCS"."MD_ACCESSORPARA"                  45.81 KB     391 行
. . 导出了 "ZYHBCS"."MD_ATTR_TABLE"                    10.75 KB      42 行
. . 导出了 "ZYHBCS"."MD_BEAN_POWER"                    7.062 KB       4 行
. . 导出了 "ZYHBCS"."MD_BUSIACTIVITY"                  20.90 KB      46 行
. . 导出了 "ZYHBCS"."MD_COMP_BUSIMODULE"               21.21 KB     225 行
. . 导出了 "ZYHBCS"."MD_DEV_BUSI_MODULE"               7.546 KB      41 行
. . 导出了 "ZYHBCS"."MD_MODULE"                        22.41 KB     109 行
. . 导出了 "ZYHBCS"."MD_OPINTERFACE"                   90.64 KB     279 行
. . 导出了 "ZYHBCS"."MD_OPITFIMPL"                     15.15 KB      24 行
. . 导出了 "ZYHBCS"."MD_REFBUSIOP"                     26.21 KB     150 行
. . 导出了 "ZYHBCS"."MD_REFOPERATION"                  141.8 KB    1097 行
. . 导出了 "ZYHBCS"."MD_SYSMODULECONFIG"               8.171 KB       4 行
. . 导出了 "ZYHBCS"."MD_TREE_POWERTYPE"                8.234 KB       5 行
. . 导出了 "ZYHBCS"."NCMPPUB_PORTAL"                   9.031 KB      23 行
. . 导出了 "ZYHBCS"."NC_IUFO_MODULE"                   10.88 KB       8 行
. . 导出了 "ZYHBCS"."NC_OA_LEAVE"                      20.78 KB      85 行
. . 导出了 "ZYHBCS"."NC_TABLE"                         72.27 KB    2897 行
. . 导出了 "ZYHBCS"."NTB_ID_BDCONTRAST"                41.64 KB     168 行
. . 导出了 "ZYHBCS"."NTB_ID_CTRLTACTICS"               24.93 KB      28 行
. . 导出了 "ZYHBCS"."NTB_ID_SYSREG"                    10.19 KB      11 行
. . 导出了 "ZYHBCS"."OM_DEPTHISTORY"                   49.57 KB     203 行
. . 导出了 "ZYHBCS"."OM_JOB"                           26.13 KB      23 行
. . 导出了 "ZYHBCS"."OM_JOBLEVEL"                         10 KB       6 行
. . 导出了 "ZYHBCS"."OM_JOBLEVELSYS"                   12.60 KB       1 行
. . 导出了 "ZYHBCS"."OM_JOBTYPE"                       17.31 KB       1 行
. . 导出了 "ZYHBCS"."OM_LEVELRELATION"                 24.27 KB     137 行
. . 导出了 "ZYHBCS"."OM_POST"                          180.2 KB     513 行
. . 导出了 "ZYHBCS"."OM_POSTHISTORY"                   130.2 KB     514 行
. . 导出了 "ZYHBCS"."OM_POSTSERIES"                    15.99 KB       1 行
. . 导出了 "ZYHBCS"."ORG_ACCOUNTINGBOOK"               30.03 KB      17 行
. . 导出了 "ZYHBCS"."ORG_ADMINORG"                     40.91 KB      28 行
. . 导出了 "ZYHBCS"."ORG_ADMINORG_V"                   40.92 KB      28 行
. . 导出了 "ZYHBCS"."ORG_ADMIN_ENABLE"                 7.859 KB      24 行
. . 导出了 "ZYHBCS"."ORG_ASSETORG"                     32.93 KB      18 行
. . 导出了 "ZYHBCS"."ORG_ASSETORG_V"                   32.94 KB      18 行
. . 导出了 "ZYHBCS"."ORG_ASSOCIATEATTR"                11.08 KB      17 行
. . 导出了 "ZYHBCS"."ORG_ASSOCIATEDEF"                 11.93 KB       7 行
. . 导出了 "ZYHBCS"."ORG_ASSOCIATEENT"                 12.23 KB      10 行
. . 导出了 "ZYHBCS"."ORG_ASSOCIATERULE"                18.24 KB      18 行
. . 导出了 "ZYHBCS"."ORG_BOSMEMBER"                    24.69 KB      29 行
. . 导出了 "ZYHBCS"."ORG_BOSMEMBER_V"                  24.67 KB      29 行
. . 导出了 "ZYHBCS"."ORG_BOS_V"                        24.03 KB       1 行
. . 导出了 "ZYHBCS"."ORG_BSSMEMBER"                    25.21 KB      29 行
. . 导出了 "ZYHBCS"."ORG_BSSMEMBER_V"                  25.21 KB      29 行
. . 导出了 "ZYHBCS"."ORG_BUDGETORGSTRU"                24.04 KB       1 行
. . 导出了 "ZYHBCS"."ORG_CHECKITEM"                    22.44 KB      18 行
. . 导出了 "ZYHBCS"."ORG_CHECKTYPE"                    14.16 KB       8 行
. . 导出了 "ZYHBCS"."ORG_CORP"                         47.36 KB      17 行
. . 导出了 "ZYHBCS"."ORG_CORP_V"                       47.36 KB      17 行
. . 导出了 "ZYHBCS"."ORG_COSTREGION"                   19.99 KB      18 行
. . 导出了 "ZYHBCS"."ORG_CR_STOCKORG"                  8.710 KB      18 行
. . 导出了 "ZYHBCS"."ORG_DEPT"                         102.2 KB     192 行
. . 导出了 "ZYHBCS"."ORG_DEPT_V"                       104.4 KB     192 行
. . 导出了 "ZYHBCS"."ORG_FINANCEORG"                   36.65 KB      18 行
. . 导出了 "ZYHBCS"."ORG_FINANCEORG_V"                 36.65 KB      18 行
. . 导出了 "ZYHBCS"."ORG_FUNRELATION"                  9.765 KB       9 行
. . 导出了 "ZYHBCS"."ORG_GROUP"                        22.44 KB       1 行
. . 导出了 "ZYHBCS"."ORG_HRORG"                        35.26 KB      24 行
. . 导出了 "ZYHBCS"."ORG_HRORG_V"                      35.27 KB      24 行
. . 导出了 "ZYHBCS"."ORG_ITEMORG"                      37.14 KB      19 行
. . 导出了 "ZYHBCS"."ORG_ITEMORG_V"                    37.15 KB      19 行
. . 导出了 "ZYHBCS"."ORG_MAINTAINORG"                  32.57 KB      17 行
. . 导出了 "ZYHBCS"."ORG_MAINTAINORG_V"                32.57 KB      17 行
. . 导出了 "ZYHBCS"."ORG_MODULEPERIOD"                 15.82 KB     110 行
. . 导出了 "ZYHBCS"."ORG_OPERATE"                      7.507 KB       6 行
. . 导出了 "ZYHBCS"."ORG_ORGS"                         192.1 KB     275 行
. . 导出了 "ZYHBCS"."ORG_ORGS_V"                       142.8 KB     176 行
. . 导出了 "ZYHBCS"."ORG_ORGTYPE"                      28.97 KB      48 行
. . 导出了 "ZYHBCS"."ORG_ORGTYPESERVICE"               24.90 KB      62 行
. . 导出了 "ZYHBCS"."ORG_OT_RULETYPE"                  8.078 KB       3 行
. . 导出了 "ZYHBCS"."ORG_PLANBUDGET"                   38.62 KB      29 行
. . 导出了 "ZYHBCS"."ORG_PLANBUDGET_V"                 38.63 KB      29 行
. . 导出了 "ZYHBCS"."ORG_PURCHASEORG"                  32.70 KB      17 行
. . 导出了 "ZYHBCS"."ORG_PURCHASEORG_V"                31.81 KB      17 行
. . 导出了 "ZYHBCS"."ORG_RCSMEMBER"                     25.5 KB      18 行
. . 导出了 "ZYHBCS"."ORG_RCSMEMBER_V"                  22.55 KB      18 行
. . 导出了 "ZYHBCS"."ORG_RELATION"                     56.00 KB     138 行
. . 导出了 "ZYHBCS"."ORG_RELATIONTYPE"                 20.11 KB      15 行
. . 导出了 "ZYHBCS"."ORG_RELATION_ATTR"                7.281 KB       7 行
. . 导出了 "ZYHBCS"."ORG_RELVALIDATOR"                 8.765 KB       5 行
. . 导出了 "ZYHBCS"."ORG_REPORTCOMBINESTRU"            20.03 KB       1 行
. . 导出了 "ZYHBCS"."ORG_REPORTCOMBINESTRU_V"          20.03 KB       1 行
. . 导出了 "ZYHBCS"."ORG_REPORTMANASTRU"               20.85 KB       1 行
. . 导出了 "ZYHBCS"."ORG_REPORTMANASTRUMEMBER_V"       26.78 KB      27 行
. . 导出了 "ZYHBCS"."ORG_REPORTMANASTRU_V"             20.79 KB       1 行
. . 导出了 "ZYHBCS"."ORG_REPORTORG"                    120.8 KB     230 行
. . 导出了 "ZYHBCS"."ORG_REPORTORG_V"                  120.8 KB     230 行
. . 导出了 "ZYHBCS"."ORG_RMSMEMBER"                    26.79 KB      27 行
. . 导出了 "ZYHBCS"."ORG_RTYPELEFTTYPE"                12.85 KB      15 行
. . 导出了 "ZYHBCS"."ORG_SETOFBOOK"                    17.07 KB       1 行
. . 导出了 "ZYHBCS"."ORG_STOCKINVEST"                  16.47 KB      15 行
. . 导出了 "ZYHBCS"."ORG_STOCKINVESTSCHEME"            11.68 KB       1 行
. . 导出了 "ZYHBCS"."ORG_STOCKORG"                     38.59 KB      25 行
. . 导出了 "ZYHBCS"."ORG_STOCKORG_V"                   38.58 KB      25 行
. . 导出了 "ZYHBCS"."ORG_UAGROUP"                      8.453 KB      10 行
. . 导出了 "ZYHBCS"."ORG_UTILREG"                      7.429 KB       3 行
. . 导出了 "ZYHBCS"."PAM_ADDREDUCESTYLE"               17.76 KB      24 行
. . 导出了 "ZYHBCS"."PAM_ALTER"                        27.70 KB       2 行
. . 导出了 "ZYHBCS"."PAM_ALTER_B"                      18.35 KB       2 行
. . 导出了 "ZYHBCS"."PAM_ALTER_SHEET"                  7.718 KB       2 行
. . 导出了 "ZYHBCS"."PAM_ASSIGN_APPLY"                 30.28 KB       1 行
. . 导出了 "ZYHBCS"."PAM_ASSIGN_APPLY_B"               31.46 KB       1 行
. . 导出了 "ZYHBCS"."PAM_BORROW_APPLY"                 30.28 KB       1 行
. . 导出了 "ZYHBCS"."PAM_BORROW_APPLY_B"               30.23 KB       1 行
. . 导出了 "ZYHBCS"."PAM_CAPITAL_SOURCE"               21.32 KB       4 行
. . 导出了 "ZYHBCS"."PAM_CATEGORY"                     25.53 KB       8 行
. . 导出了 "ZYHBCS"."PAM_FAILURE_DETECT"               13.28 KB       6 行
. . 导出了 "ZYHBCS"."PAM_FAILURE_REASON"               163.5 KB     896 行
. . 导出了 "ZYHBCS"."PAM_FAILURE_SYMPTOM"              70.36 KB     351 行
. . 导出了 "ZYHBCS"."PAM_FAILURE_TREE"                 35.25 KB     135 行
. . 导出了 "ZYHBCS"."PAM_FAILURE_TYPE"                 29.37 KB     111 行
. . 导出了 "ZYHBCS"."PAM_FREEZE"                       26.92 KB       1 行
. . 导出了 "ZYHBCS"."PAM_FREEZE_B"                     30.16 KB       1 行
. . 导出了 "ZYHBCS"."PAM_INVENTORY"                    25.60 KB       1 行
. . 导出了 "ZYHBCS"."PAM_LOCATION"                     146.3 KB     573 行
. . 导出了 "ZYHBCS"."PAM_NEXTSTEP"                     23.92 KB     177 行
. . 导出了 "ZYHBCS"."PAM_PRIORITY"                     21.59 KB       3 行
. . 导出了 "ZYHBCS"."PAM_REASONRELATION"               6.937 KB       3 行
. . 导出了 "ZYHBCS"."PAM_REDUCE"                       32.62 KB       2 行
. . 导出了 "ZYHBCS"."PAM_REDUCE_B"                     40.18 KB       2 行
. . 导出了 "ZYHBCS"."PAM_SERVICE_STEP"                 144.7 KB     764 行
. . 导出了 "ZYHBCS"."PAM_SPECIALTY"                    12.56 KB       1 行
. . 导出了 "ZYHBCS"."PAM_SRCDIST"                      50.28 KB       4 行
. . 导出了 "ZYHBCS"."PAM_SRCDIST_B"                    75.04 KB      15 行
. . 导出了 "ZYHBCS"."PAM_STATUS"                       22.08 KB       6 行
. . 导出了 "ZYHBCS"."PAM_TRANSI"                       25.85 KB      73 行
. . 导出了 "ZYHBCS"."PAM_TRANSI_B"                     54.85 KB     264 行
. . 导出了 "ZYHBCS"."PM_EPS"                           13.89 KB       4 行
. . 导出了 "ZYHBCS"."PO_BUYRTRANTYPE"                  8.054 KB       6 行
. . 导出了 "ZYHBCS"."PO_INVCTRANTYPE"                  10.36 KB      12 行
. . 导出了 "ZYHBCS"."PO_INVOICE"                       216.1 KB     240 行
. . 导出了 "ZYHBCS"."PO_ORDER"                         207.3 KB     285 行
. . 导出了 "ZYHBCS"."PO_ORDER_B_EC"                    87.96 KB    1327 行
. . 导出了 "ZYHBCS"."PO_ORDER_EC"                      25.27 KB     285 行
. . 导出了 "ZYHBCS"."PO_ORDER_PAYPLAN"                 77.51 KB     289 行
. . 导出了 "ZYHBCS"."PO_ORDER_PRICE_B"                 31.23 KB     376 行
. . 导出了 "ZYHBCS"."PO_POTRANTYPE"                    23.91 KB      14 行
. . 导出了 "ZYHBCS"."PO_PURCHASEINFI"                  148.2 KB     224 行
. . 导出了 "ZYHBCS"."PO_SETTLEBILL"                    71.31 KB     235 行
. . 导出了 "ZYHBCS"."PT_DISPLAY"                       16.19 KB      66 行
. . 导出了 "ZYHBCS"."PT_DISPLAYCATE"                   8.148 KB      14 行
. . 导出了 "ZYHBCS"."PT_EXTENSION"                     26.63 KB      77 行
. . 导出了 "ZYHBCS"."PT_EXTPOINT"                      16.23 KB      40 行
. . 导出了 "ZYHBCS"."PT_MODULE"                        10.63 KB      38 行
. . 导出了 "ZYHBCS"."PT_PORTLET"                       91.14 KB      86 行
. . 导出了 "ZYHBCS"."PT_SKIN"                          14.11 KB      44 行
. . 导出了 "ZYHBCS"."PT_SSOPROP"                       14.13 KB       7 行
. . 导出了 "ZYHBCS"."PT_THEME"                         8.921 KB       3 行
. . 导出了 "ZYHBCS"."PUB_ALERTREGISTRY_ORG"            8.140 KB      17 行
. . 导出了 "ZYHBCS"."PUB_ALERTRUNTIME"                 11.77 KB      12 行
. . 导出了 "ZYHBCS"."PUB_ALERTSENDCONFIG"              40.12 KB     335 行
. . 导出了 "ZYHBCS"."PUB_ALERTTYPE"                    42.25 KB     117 行
. . 导出了 "ZYHBCS"."PUB_ALERTTYPECONFIG"              52.44 KB     362 行
. . 导出了 "ZYHBCS"."PUB_ALERTTYPE_B"                  38.96 KB     210 行
. . 导出了 "ZYHBCS"."PUB_APPCATEGORY"                  8.171 KB       9 行
. . 导出了 "ZYHBCS"."PUB_APPCATEGORY_CHILD"            7.953 KB      11 行
. . 导出了 "ZYHBCS"."PUB_ATTR_PLUGIN"                  9.656 KB      30 行
. . 导出了 "ZYHBCS"."PUB_BCR_CANDIATTR"                32.44 KB     231 行
. . 导出了 "ZYHBCS"."PUB_BCR_ELEM"                     107.3 KB    1105 行
. . 导出了 "ZYHBCS"."PUB_BCR_ENTITY"                   12.46 KB      13 行
. . 导出了 "ZYHBCS"."PUB_BCR_NBCR"                     56.25 KB     311 行
. . 导出了 "ZYHBCS"."PUB_BCR_ORGRELA"                  7.882 KB      14 行
. . 导出了 "ZYHBCS"."PUB_BCR_PRECODE"                  137.6 KB    1063 行
. . 导出了 "ZYHBCS"."PUB_BCR_RULEBASE"                  62.5 KB     378 行
. . 导出了 "ZYHBCS"."PUB_BCR_SNGENERATOR"              7.703 KB       2 行
. . 导出了 "ZYHBCS"."PUB_BESIDECOMPTYPE"               9.601 KB       1 行
. . 导出了 "ZYHBCS"."PUB_BILLACTIONGROUP"              7.734 KB       3 行
. . 导出了 "ZYHBCS"."PUB_BILLBUSINESS"                 39.07 KB     282 行
. . 导出了 "ZYHBCS"."PUB_BILLITFDEF"                   46.60 KB     442 行
. . 导出了 "ZYHBCS"."PUB_BILLSOURCE"                   19.31 KB     119 行
. . 导出了 "ZYHBCS"."PUB_BSEXPOINT"                    12.91 KB       5 行
. . 导出了 "ZYHBCS"."PUB_BSPLUGINS"                    16.03 KB       7 行
. . 导出了 "ZYHBCS"."PUB_CLIENTTASK_DEF"               7.742 KB       2 行
. . 导出了 "ZYHBCS"."PUB_DYNAMICORG"                   7.632 KB       1 行
. . 导出了 "ZYHBCS"."PUB_FUNCCODETOCODE"               7.664 KB       2 行
. . 导出了 "ZYHBCS"."PUB_FUNCTION"                     55.66 KB     205 行
. . 导出了 "ZYHBCS"."PUB_GENERALRULE"                  12.72 KB       2 行
. . 导出了 "ZYHBCS"."PUB_GRAPHBUZI"                    14.65 KB     117 行
. . 导出了 "ZYHBCS"."PUB_GUIDELINE"                    9.710 KB      16 行
. . 导出了 "ZYHBCS"."PUB_IMPORTREGISTER"               29.81 KB     109 行
. . 导出了 "ZYHBCS"."PUB_ITFEXTEND"                    13.42 KB      25 行
. . 导出了 "ZYHBCS"."PUB_MESSAGEDRIVE"                 21.42 KB      95 行
. . 导出了 "ZYHBCS"."PUB_MSGRES_RCV"                   8.476 KB      15 行
. . 导出了 "ZYHBCS"."PUB_MSGRES_REG"                   20.96 KB      55 行
. . 导出了 "ZYHBCS"."PUB_MSGRES_TMPCONF"               26.71 KB     104 行
. . 导出了 "ZYHBCS"."PUB_MSGTEMP_TYPE"                 59.24 KB     343 行
. . 导出了 "ZYHBCS"."PUB_MSGTEMP_VAR"                  55.33 KB     451 行
. . 导出了 "ZYHBCS"."PUB_MULTILANG"                    9.210 KB       1 行
. . 导出了 "ZYHBCS"."PUB_OID"                          6.515 KB       6 行
. . 导出了 "ZYHBCS"."PUB_PARAORGTYPELIMIT"             8.906 KB       4 行
. . 导出了 "ZYHBCS"."PUB_PLUGINITEM"                   12.20 KB       8 行
. . 导出了 "ZYHBCS"."PUB_PRINTLIMIT"                   18.97 KB      36 行
. . 导出了 "ZYHBCS"."PUB_PRINTPARA"                    12.37 KB      36 行
. . 导出了 "ZYHBCS"."PUB_PRINT_DATASOURCE"             178.5 KB    1635 行
. . 导出了 "ZYHBCS"."PUB_PRINT_REGION"                 92.51 KB     265 行
. . 导出了 "ZYHBCS"."PUB_PRINT_VARIABLE"               149.1 KB    1043 行
. . 导出了 "ZYHBCS"."PUB_QUERY_SYSFUNC"                9.460 KB      16 行
. . 导出了 "ZYHBCS"."PUB_REPORT_GROUP"                 66.31 KB     434 行
. . 导出了 "ZYHBCS"."PUB_REPORT_TEMPLET"               13.26 KB      34 行
. . 导出了 "ZYHBCS"."PUB_SIGN"                         7.929 KB      23 行
. . 导出了 "ZYHBCS"."PUB_SYSINITTEMP"                  112.0 KB     443 行
. . 导出了 "ZYHBCS"."PUB_TIMECONFIG"                   19.84 KB      63 行
. . 导出了 "ZYHBCS"."PUB_VOCHANGE"                     167.8 KB     868 行
. . 导出了 "ZYHBCS"."PUB_VOCHANGE_S"                   112.6 KB    1201 行
. . 导出了 "ZYHBCS"."PUB_VOSPLITITEM"                  85.07 KB    1006 行
. . 导出了 "ZYHBCS"."PUB_WFEXPTLOG"                    15.85 KB      32 行
. . 导出了 "ZYHBCS"."PUB_WFGADGET_B"                   9.843 KB       7 行
. . 导出了 "ZYHBCS"."PUB_WF_ALERTCTRL"                 8.046 KB       7 行
. . 导出了 "ZYHBCS"."PUB_WF_DEF_ORG"                   14.68 KB     127 行
. . 导出了 "ZYHBCS"."PUB_WF_INSTANCE_B"                7.390 KB       3 行
. . 导出了 "ZYHBCS"."PUB_WF_PARTICIPANT"               77.17 KB     745 行
. . 导出了 "ZYHBCS"."PUB_WF_TXMARK"                    58.13 KB    1139 行
. . 导出了 "ZYHBCS"."PUB_WF_UPGRADE_RECORD"            6.734 KB       1 行
. . 导出了 "ZYHBCS"."PUB_WORKFLOWGADGET"               11.42 KB      16 行
. . 导出了 "ZYHBCS"."PUB_WORKFLOWPERSON"               8.765 KB       1 行
. . 导出了 "ZYHBCS"."PUB_WORKITEMCONFIG"               27.32 KB     241 行
. . 导出了 "ZYHBCS"."RESA_ELEMENTSYSTEM"               11.75 KB       1 行
. . 导出了 "ZYHBCS"."RESA_ELEMENTTYPE"                 11.70 KB       3 行
. . 导出了 "ZYHBCS"."RESA_FACTOR"                      25.56 KB      40 行
. . 导出了 "ZYHBCS"."RESA_FACTORASOA"                  24.07 KB      40 行
. . 导出了 "ZYHBCS"."RESA_FACTORCHART"                 16.82 KB       1 行
. . 导出了 "ZYHBCS"."SCM_COOPINIT"                     90.13 KB     863 行
. . 导出了 "ZYHBCS"."SCM_DEALFASHION"                  10.27 KB       9 行
. . 导出了 "ZYHBCS"."SCM_SMCONFIG"                     7.367 KB       4 行
. . 导出了 "ZYHBCS"."SCM_SMCONFIG_B"                   9.945 KB      26 行
. . 导出了 "ZYHBCS"."SM_BDCHANGE_REG"                  132.9 KB    1108 行
. . 导出了 "ZYHBCS"."SM_BUSIACTIVE_PERM"               18.64 KB      41 行
. . 导出了 "ZYHBCS"."SM_BUSIFLOW_NODES"                134.5 KB    1588 行
. . 导出了 "ZYHBCS"."SM_BUSI_NAVIGATION"               20.62 KB      77 行
. . 导出了 "ZYHBCS"."SM_CREATECORP"                    16.19 KB      61 行
. . 导出了 "ZYHBCS"."SM_CTPERMDETAIL"                  66.50 KB     667 行
. . 导出了 "ZYHBCS"."SM_CUSTOM_APPEXT"                 9.570 KB       5 行
. . 导出了 "ZYHBCS"."SM_CUSTOM_MENU_SHORTCUT"          21.67 KB     153 行
. . 导出了 "ZYHBCS"."SM_FUNC_TYPE"                     8.523 KB       2 行
. . 导出了 "ZYHBCS"."SM_GM_FUNC"                       33.38 KB     480 行
. . 导出了 "ZYHBCS"."SM_GM_FUNCREG"                    6.968 KB       6 行
. . 导出了 "ZYHBCS"."SM_INDIVIDUAL_PROPERTY"           13.75 KB      31 行
. . 导出了 "ZYHBCS"."SM_INDIVIDUAL_REGISTER"           10.21 KB      11 行
. . 导出了 "ZYHBCS"."SM_LABELCOLORSOURCES"             9.359 KB      26 行
. . 导出了 "ZYHBCS"."SM_LOG_BUSILOGRULE"               201.7 KB    1314 行
. . 导出了 "ZYHBCS"."SM_LOG_OPERATION"                 71.91 KB     671 行
. . 导出了 "ZYHBCS"."SM_MENUREGISTER"                  14.16 KB       1 行
. . 导出了 "ZYHBCS"."SM_MSGATTAC_STAG"                 6.828 KB       1 行
. . 导出了 "ZYHBCS"."SM_MSG_ATTACHMENT_FS"             7.718 KB       2 行
. . 导出了 "ZYHBCS"."SM_MSG_BUSINESSTYPE"              7.210 KB       2 行
. . 导出了 "ZYHBCS"."SM_MSG_MSGBOX"                    9.914 KB       6 行
. . 导出了 "ZYHBCS"."SM_MSG_MSGTYPE"                   10.22 KB      22 行
. . 导出了 "ZYHBCS"."SM_MSG_STYPEBASE"                 9.023 KB       2 行
. . 导出了 "ZYHBCS"."SM_OP_BUSIOP"                     121.0 KB    1126 行
. . 导出了 "ZYHBCS"."SM_PAGEREGISTER"                  17.64 KB      61 行
. . 导出了 "ZYHBCS"."SM_PERMISSION_RES"                84.86 KB     426 行
. . 导出了 "ZYHBCS"."SM_PERMUSERELENTRY"               8.914 KB      19 行
. . 导出了 "ZYHBCS"."SM_PERM_DATA"                     10.39 KB       7 行
. . 导出了 "ZYHBCS"."SM_PERM_FUNC"                     186.7 KB    1054 行
. . 导出了 "ZYHBCS"."SM_PRODUCT_VERSION"               19.69 KB     120 行
. . 导出了 "ZYHBCS"."SM_RESPONSIBILITY"                42.83 KB     177 行
. . 导出了 "ZYHBCS"."SM_RES_OPERATION"                 144.8 KB    1237 行
. . 导出了 "ZYHBCS"."SM_ROLE"                          141.1 KB     537 行
. . 导出了 "ZYHBCS"."SM_ROLE_GROUP"                    19.27 KB      34 行
. . 导出了 "ZYHBCS"."SM_RULE"                          10.78 KB      22 行
. . 导出了 "ZYHBCS"."SM_RULE_TYPE"                     101.1 KB     461 行
. . 导出了 "ZYHBCS"."SM_SECURITYLOGNAME"               6.867 KB       9 行
. . 导出了 "ZYHBCS"."SM_SECURITYLOG_STRATEGY"          5.046 KB       1 行
. . 导出了 "ZYHBCS"."SM_SPECIALPERMISSION"             19.57 KB     152 行
. . 导出了 "ZYHBCS"."SM_TRASH_DEL"                     25.93 KB     325 行
. . 导出了 "ZYHBCS"."SM_USER"                          126.8 KB     322 行
. . 导出了 "ZYHBCS"."SM_USERGROUP"                     15.57 KB      17 行
. . 导出了 "ZYHBCS"."SM_USERPASSWORD"                  68.67 KB     588 行
. . 导出了 "ZYHBCS"."SM_USERPWDLOG"                    56.99 KB     469 行
. . 导出了 "ZYHBCS"."SM_USER_DEFAULTPWD"               8.343 KB       1 行
. . 导出了 "ZYHBCS"."SM_USER_EX"                       42.36 KB     380 行
. . 导出了 "ZYHBCS"."SM_USER_GROUP"                    14.39 KB      89 行
. . 导出了 "ZYHBCS"."SO_M35TRANTYPE"                   10.60 KB       2 行
. . 导出了 "ZYHBCS"."SRMSM_MARBASCLSEXT"               61.73 KB     413 行
. . 导出了 "ZYHBCS"."SRMSM_SUPPLIEREXT_H"              67.77 KB     152 行
. . 导出了 "ZYHBCS"."SYN_CONTEXT_CFG"                  17.58 KB      19 行
. . 导出了 "ZYHBCS"."SYN_CONTEXT_INITCFG"              8.023 KB       5 行
. . 导出了 "ZYHBCS"."SYN_CONTEXT_SUBCFG"               21.41 KB      95 行
. . 导出了 "ZYHBCS"."SYN_CONTRADOC"                    19.88 KB      64 行
. . 导出了 "ZYHBCS"."SYN_CONTRA_H"                     10.67 KB      16 行
. . 导出了 "ZYHBCS"."SYN_EXTSYS"                       15.15 KB       3 行
. . 导出了 "ZYHBCS"."SYN_FIELDCVT"                     11.72 KB      31 行
. . 导出了 "ZYHBCS"."SYN_FIELD_SCHEMA"                 7.101 KB       1 行
. . 导出了 "ZYHBCS"."SYN_FIELD_SCHEMA_B"               43.57 KB     286 行
. . 导出了 "ZYHBCS"."SYN_FUN_GROUP"                    8.242 KB      16 行
. . 导出了 "ZYHBCS"."SYN_GROUP_STEP"                   14.17 KB      27 行
. . 导出了 "ZYHBCS"."SYN_OBJECT_DEF"                   10.10 KB      42 行
. . 导出了 "ZYHBCS"."SYN_OBJECT_FIELD"                 132.5 KB    1351 行
. . 导出了 "ZYHBCS"."SYN_OBJ_RELATION"                 10.13 KB      27 行
. . 导出了 "ZYHBCS"."SYN_PLG_PARAM"                    119.0 KB     473 行
. . 导出了 "ZYHBCS"."SYN_PLG_REG_CENTER"               115.7 KB     498 行
. . 导出了 "ZYHBCS"."SYN_PREFIX_EXP"                   7.601 KB       2 行
. . 导出了 "ZYHBCS"."SYN_SCHEMA"                       9.960 KB      17 行
. . 导出了 "ZYHBCS"."SYN_SCHEMA_B"                     9.195 KB      17 行
. . 导出了 "ZYHBCS"."SYN_SUBJMAP_B"                    37.10 KB      97 行
. . 导出了 "ZYHBCS"."SYN_SUBJMAP_D"                    23.88 KB      10 行
. . 导出了 "ZYHBCS"."SYN_SUBJMAP_H"                    9.789 KB      10 行
. . 导出了 "ZYHBCS"."TB_ADJUSTBILL_PUB"                8.601 KB       4 行
. . 导出了 "ZYHBCS"."TB_BUDGETSUB"                     60.61 KB     200 行
. . 导出了 "ZYHBCS"."TB_BUSIRULE"                      14.63 KB       1 行
. . 导出了 "ZYHBCS"."TB_BUSISYSTEM"                    8.437 KB       2 行
. . 导出了 "ZYHBCS"."TB_CTRBUSIFUN"                    10.53 KB      23 行
. . 导出了 "ZYHBCS"."TB_CUBEDEF"                       11.76 KB       2 行
. . 导出了 "ZYHBCS"."TB_CUBEDIMUSAGE"                  10.10 KB      14 行
. . 导出了 "ZYHBCS"."TB_CURRTYPE"                      13.14 KB       3 行
. . 导出了 "ZYHBCS"."TB_DATAATTR"                      18.22 KB      10 行
. . 导出了 "ZYHBCS"."TB_DIMDEF"                        13.76 KB      26 行
. . 导出了 "ZYHBCS"."TB_DIMHIER"                       20.49 KB      36 行
. . 导出了 "ZYHBCS"."TB_DIMLEVEL"                      15.73 KB      52 行
. . 导出了 "ZYHBCS"."TB_DIMPROP"                       35.53 KB     198 行
. . 导出了 "ZYHBCS"."TB_DIMPROPMAP"                     37.5 KB     269 行
. . 导出了 "ZYHBCS"."TB_DIMRELUAP"                     6.742 KB       1 行
. . 导出了 "ZYHBCS"."TB_DIMTABLE"                      16.14 KB      43 行
. . 导出了 "ZYHBCS"."TB_MBRREADSTRUCT"                 23.21 KB      31 行
. . 导出了 "ZYHBCS"."TB_MD_SHEETTABLE"                 7.914 KB       6 行
. . 导出了 "ZYHBCS"."TB_MD_TASKORG"                    41.24 KB      56 行
. . 导出了 "ZYHBCS"."TB_MEASURE_EXTP"                  8.734 KB       4 行
. . 导出了 "ZYHBCS"."TB_MEATYPE"                       10.28 KB       5 行
. . 导出了 "ZYHBCS"."TB_OBJRELARULE"                   7.968 KB       1 行
. . 导出了 "ZYHBCS"."TB_RELA_CUBESHT"                  12.33 KB      52 行
. . 导出了 "ZYHBCS"."TB_RULECLASS"                     8.710 KB       4 行
. . 导出了 "ZYHBCS"."TB_RULEFORMULA_M"                 21.64 KB     117 行
. . 导出了 "ZYHBCS"."TB_RULE_MEMBER"                   63.67 KB     183 行
